,CMA Number,Chinese Name,English Name,Landing Location,Landing Time,Peak Strength,Landing Strength,coordinate,lat,lon
323,9418,——,Gladys,福建省福州市福清市东瀚镇,1994年9月1日,14级，45m/s，950hPa,12级，35m/s，970hPa,"(25.43389, 119.607001)",25.43389,119.607001
324,9419,——,Harry,广东省湛江市徐闻县前山镇,1994年8月27日,12级，35m/s，975hPa,11级，30m/s，980hPa,"(20.420322, 110.460412)",20.420322,110.460412
325,9422,——,Joel,海南省三亚市天涯镇,1994年9月6日,10级，25m/s，980hPa,8级，20m/s，985hPa,"(18.307426, 109.327207)",18.307426,109.327207
326,9424,——,Luke,海南省万宁市山根镇,1994年9月12日,10级，25m/s，985hPa,10级，25m/s，985hPa,"(18.967334, 110.486591)",18.967334,110.486591
327,9502,——,Deanna,台湾省台南市北门乡,1995年6月8日,9级，23m/s，990hPa,7级，15m/s，998hPa,"(23.2866026, 120.1242853)",23.2866026,120.1242853
328,9504,——,Gary,广东省汕头市澄海区坝头镇,1995年7月31日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(23.437029, 116.832296)",23.437029,116.832296
329,9505,——,Helen,广东省惠州市惠阳区澳头镇,1995年8月12日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(22.729788, 114.533781)",22.729788,114.533781
330,9506,——,Irving,广东省湛江市徐闻县新寮镇,1995年8月19日,8级，20m/s，992hPa,8级，20m/s，993hPa,"(20.618063, 110.448201)",20.618063,110.448201
331,9506,——,Irving,广西省北海市银海区咸田镇,1995年8月20日,8级，20m/s，992hPa,8级，18m/s，998hPa,"(21.449219, 109.13999)",21.449219,109.13999
332,9507,——,Janis,浙江省台州市温岭市石塘镇,1995年8月25日,11级，30m/s，980hPa,8级，20m/s，995hPa,"(28.278539, 121.606196)",28.278539,121.606196
333,9507,——,Janis,上海市金山区钱圩镇,1995年8月25日,11级，30m/s，980hPa,8级，20m/s，995hPa,"(30.776602, 121.249985)",30.776602,121.249985
334,9508,——,Lois,海南省陵水黎族自治县黎安镇,1995年8月28日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(18.437315, 110.069641)",18.437315,110.069641
335,9509,——,Kent,广东省汕尾市海丰县小漠镇,1995年8月31日,15级，50m/s，945hPa,13级，40m/s，960hPa,"(22.774983, 115.0384)",22.774983,115.0384
336,9511,——,Nina,广东省湛江市徐闻县下洋镇,1995年9月7日,8级，20m/s，995hPa,8级，18m/s，995hPa,"(20.503019, 110.498015)",20.503019,110.498015
337,9511,——,Nina,广西省北海市铁山港区兴港镇,1995年9月7日,8级，20m/s，995hPa,7级，15m/s，998hPa,"(21.581806, 109.538606)",21.581806,109.538606
338,9515,——,Sibyl,广东省茂名市电白县爵山镇,1995年10月3日,12级，33m/s，975hPa,12级，33m/s，975hPa,"(21.492331, 111.345187)",21.492331,111.345187
339,9516,——,Ted,广西省北海市合浦县西场镇,1995年10月13日,10级，25m/s，985hPa,10级，25m/s，990hPa,"(21.632939, 108.965279)",21.632939,108.965279
340,9521,——,Angela,海南省三亚市亚龙湾度假区,1995年11月6日,17级，60m/s，925hPa,7级，15m/s，1000hPa,"(18.233291, 109.65313)",18.233291,109.65313
341,9606,——,Frankie,海南省万宁市东澳镇,1996年7月22日,10级，28m/s，970hPa,10级，28m/s，970hPa,"(18.714928, 110.401814)",18.714928,110.401814
342,9607,——,Gloria,福建省泉州市南安市石井镇,1996年7月27日,13级，40m/s，965hPa,9级，23m/s，985hPa,"(24.62556, 118.431541)",24.62556,118.431541
343,9608,——,Herb,台湾省宜兰县头城镇,1996年7月31日,16级，55m/s，935hPa,14级，45m/s，945hPa,"(24.8576121, 121.8234687)",24.8576121,121.8234687
344,9608,——,Herb,福建省福州市平潭县敖东镇,1996年8月1日,16级，55m/s，935hPa,12级，35m/s，970hPa,"(25.449857, 119.73271)",25.449857,119.73271
345,9610,——,Lisa,福建省漳州市东山县陈城镇,1996年8月6日,10级，25m/s，990hPa,8级，20m/s，993hPa,"(23.595655, 117.38702)",23.595655,117.38702
346,9612,——,Niki,海南省三亚市海棠区,1996年8月22日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(18.400092, 109.752583)",18.400092,109.752583
347,9615,——,Sally,广东省湛江市吴川市吴阳镇,1996年9月9日,15级，50m/s，935hPa,15级，50m/s，935hPa,"(21.347075, 110.692104)",21.347075,110.692104
348,9615,——,Sally,广西省北海市铁山港区兴港镇,1996年9月9日,15级，50m/s，935hPa,11级，30m/s，960hPa,"(21.581806, 109.538606)",21.581806,109.538606
349,9618,——,Willie,广东省湛江市徐闻县下洋镇,1996年9月20日,12级，33m/s，975hPa,10级，28m/s，980hPa,"(20.503019, 110.498015)",20.503019,110.498015
350,9710,——,Victor,香港特别行政区,1997年8月2日,11级，30m/s，968hPa,11级，30m/s，970hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
351,9711,——,Winnie,浙江省台州市温岭市石塘镇,1997年8月18日,17级，60m/s，920hPa,13级，40m/s，960hPa,"(28.278539, 121.606196)",28.278539,121.606196
352,9713,——,Zita,广东省湛江市徐闻县新寮镇,1997年8月22日,11级，30m/s，975hPa,11级，30m/s，975hPa,"(20.618063, 110.448201)",20.618063,110.448201
353,9714,——,Amber,台湾省花莲县丰滨乡,1997年8月29日,15级，50m/s，940hPa,13级，40m/s，960hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
354,9714,——,Amber,福建省福州市平潭县敖东镇,1997年8月29日,15级，50m/s，940hPa,11级，30m/s，980hPa,"(25.449857, 119.73271)",25.449857,119.73271
355,9801,——,Nichole,台湾省台南市沿海地区,1998年7月10日,8级，18m/s，998hPa,8级，18m/s，998hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
356,9801,——,Nichole,福建省漳州市龙海市港尾镇,1998年7月11日,8级，18m/s，998hPa,6级，12m/s，1002hPa,"(24.317455, 118.012103)",24.317455,118.012103
357,9802,——,Otto,台湾省台东县东河乡,1998年8月4日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(23.0691722, 121.2855249)",23.0691722,121.2855249
358,9802,——,Otto,福建省福州市福清市东瀚镇,1998年8月5日,11级，30m/s，980hPa,8级，18m/s，998hPa,"(25.43389, 119.607001)",25.43389,119.607001
359,9803,——,Penny,广东省茂名市电白县爵山镇,1998年8月11日,10级，25m/s，985hPa,10级，25m/s，990hPa,"(21.492331, 111.345187)",21.492331,111.345187
360,9806,——,Todd,浙江省舟山市普陀区朱家尖,1998年9月19日,13级，40m/s，960hPa,10级，25m/s，985hPa,"(29.916818, 122.392944)",29.916818,122.392944
361,9902,——,Leo,广东省惠州市惠东县平海镇,1999年5月2日,12级，35m/s，970hPa,7级，15m/s，1000hPa,"(22.617149, 114.872626)",22.617149,114.872626
362,9903,——,Maggie,广东省汕尾市陆丰市甲东镇,1999年6月6日,13级，40m/s，960hPa,12级，35m/s，970hPa,"(22.876766, 116.101101)",22.876766,116.101101
363,9903,——,Maggie,广东省江门市台山市赤溪镇,1999年6月7日,13级，40m/s，960hPa,10级，25m/s，980hPa,"(21.975801, 112.899795)",21.975801,112.899795
364,9905,——,——,广东省汕头市濠江区沿海地区,1999年7月27日,9级，23m/s，985hPa,8级，20m/s，990hPa,"(23.286079, 116.726972)",23.286079,116.726972
365,9907,——,Paul,山东省日照市东港区两城镇,1999年8月9日,10级，28m/s，985hPa,5级，10m/s，999hPa,"(35.571612, 119.570671)",35.571612,119.570671
366,9908,——,Sam,香港特别行政区,1999年8月22日,12级，33m/s，975hPa,11级，30m/s，980hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
367,9909,——,Wendy,广东省揭阳市惠来县前詹镇,1999年9月4日,8级，20m/s，990hPa,8级，20m/s，990hPa,"(22.94346, 116.42855)",22.94346,116.42855
368,9910,——,York,广东省珠海市香洲区吉大沿海,1999年9月16日,11级，30m/s，975hPa,11级，30m/s，975hPa,"(22.247881, 113.575943)",22.247881,113.575943
369,9913,——,Cam,香港特别行政区,1999年9月26日,10级，25m/s，985hPa,7级，15m/s，998hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
370,9914,——,Dan,福建省漳州市龙海市隆教畲族乡,1999年10月9日,13级，40m/s，965hPa,12级，35m/s，970hPa,"(24.256424, 118.063418)",24.256424,118.063418
371,4,启德,Kai-tak,台湾省花莲县丰滨乡,2000年7月9日,12级，35m/s，965hPa,11级，30m/s，980hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
372,4,启德,Kai-tak,浙江省台州市玉环县坎门镇,2000年7月10日,12级，35m/s，965hPa,11级，30m/s，980hPa,"(28.093759, 121.280991)",28.093759,121.280991
373,4,启德,Kai-tak,上海市奉贤区海湾镇,2000年7月10日,12级，35m/s，965hPa,10级，25m/s，985hPa,"(30.857286, 121.567409)",30.857286,121.567409
374,4,启德,Kai-tak,辽宁省丹东市东港市长山镇,2000年7月11日,12级，35m/s，965hPa,8级，18m/s，992hPa,"(39.870134, 124.04266)",39.870134,124.04266
375,8,杰拉华,Jelawat,浙江省宁波市象山县爵溪镇,2000年8月10日,14级，45m/s，950hPa,12级，35m/s，975hPa,"(29.471039, 121.948692)",29.471039,121.948692
376,10,碧利斯,Bilis,台湾省台东县成功镇,2000年8月22日,16级，55m/s，930hPa,16级，55m/s，930hPa,"(23.1261527, 121.3655989)",23.1261527,121.3655989
377,10,碧利斯,Bilis,福建省泉州市晋江市东石镇,2000年8月23日,16级，55m/s，930hPa,12级，35m/s，965hPa,"(24.660711, 118.460176)",24.660711,118.460176
378,13,玛莉亚,Maria,广东省汕尾市海丰县小漠镇,2000年9月1日,10级，28m/s，980hPa,10级，28m/s，980hPa,"(22.774983, 115.0384)",22.774983,115.0384
379,16,悟空,Wukong,海南省陵水黎族自治县光坡镇,2000年9月9日,13级，40m/s，960hPa,13级，40m/s，960hPa,"(18.54339, 110.048782)",18.54339,110.048782
380,102,飞燕,Chebi,福建省福州市福清市沙埔镇,2001年6月23日,13级，40m/s，960hPa,12级，35m/s，970hPa,"(25.430208, 119.529051)",25.430208,119.529051
381,103,榴莲,Durian,广东省湛江市麻章区东简镇,2001年7月2日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(21.014285, 110.497438)",21.014285,110.497438
382,103,榴莲,Durian,广西省钦州市钦南区犀牛脚镇,2001年7月2日,12级，35m/s，970hPa,10级，28m/s，980hPa,"(21.641698, 108.745939)",21.641698,108.745939
383,104,尤特,Utor,广东省汕尾市海丰县小漠镇,2001年7月6日,12级，35m/s，965hPa,11级，30m/s，970hPa,"(22.774983, 115.0384)",22.774983,115.0384
384,105,潭美,Trami,台湾省台东县大武乡,2001年7月11日,8级，20m/s，995hPa,8级，20m/s，995hPa,"(22.4141954, 120.907304)",22.4141954,120.907304
385,107,玉兔,Yutu,广东省茂名市电白县博贺镇,2001年7月26日,12级，33m/s，975hPa,12级，33m/s，975hPa,"(21.487748, 111.232299)",21.487748,111.232299
386,108,桃芝,Toraji,台湾省花莲县丰滨乡,2001年7月30日,13级，40m/s，965hPa,13级，38m/s，965hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
387,108,桃芝,Toraji,福建省福州市连江县筱埕镇,2001年7月31日,13级，40m/s，965hPa,11级，30m/s，985hPa,"(26.291738, 119.794168)",26.291738,119.794168
388,108,桃芝,Toraji,山东省青岛市崂山区沿海地区,2001年8月1日,13级，40m/s，965hPa,7级，15m/s，993hPa,"(36.107538, 120.468956)",36.107538,120.468956
389,114,菲特,Fitow,海南省文昌市龙楼镇,2001年8月29日,8级，20m/s，985hPa,7级，15m/s，995hPa,"(19.653286, 110.968604)",19.653286,110.968604
390,114,菲特,Fitow,广西省防城港市港口区企沙镇,2001年8月31日,8级，20m/s，985hPa,8级，18m/s，990hPa,"(21.575403, 108.479063)",21.575403,108.479063
391,114,菲特,Fitow,海南省澄迈县桥头镇,2001年9月3日,8级，20m/s，985hPa,6级，12m/s，1001hPa,"(19.954138, 109.933531)",19.954138,109.933531
392,114,菲特,Fitow,广东省湛江市遂溪县草潭镇,2001年9月7日,8级，20m/s，985hPa,5级，10m/s，1004hPa,"(21.271442, 109.777234)",21.271442,109.777234
393,114,菲特,Fitow,海南省三亚市林旺镇,2001年9月10日,8级，20m/s，985hPa,5级，10m/s，1000hPa,"(18.304513, 109.702812)",18.304513,109.702812
394,116,百合,Nari,台湾省新北市贡寮区,2001年9月16日,13级，40m/s，960hPa,13级，40m/s，965hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786
395,116,百合,Nari,广东省汕尾市陆丰市甲东镇,2001年9月20日,13级，40m/s，960hPa,10级，28m/s，985hPa,"(22.876766, 116.101101)",22.876766,116.101101
396,119,利奇马,Lekima,台湾省台东县大武乡,2001年9月26日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(22.4141954, 120.907304)",22.4141954,120.907304
397,208,娜基莉,Nakri,台湾省台中市大安区,2002年7月10日,8级，20m/s，988hPa,8级，20m/s，988hPa,"(24.3460846, 120.5867886)",24.3460846,120.5867886
398,209,风神,Fengshen,山东省青岛市胶南市灵山卫镇,2002年7月28日,16级，55m/s，925hPa,7级，15m/s，1000hPa,"(35.932361, 120.145521)",35.932361,120.145521
399,212,北冕,Kammuri,广东省汕尾市陆丰市金厢镇,2002年8月5日,10级，28m/s，980hPa,10级，25m/s，985hPa,"(22.858384, 115.710253)",22.858384,115.710253
400,214,黄蜂,Vongfong,广东省湛江市坡头区乾塘镇,2002年8月19日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(21.228204, 110.611854)",21.228204,110.611854
401,216,森拉克,Sinlaku,浙江省温州市苍南县金乡镇,2002年8月7日,14级，45m/s，950hPa,12级，35m/s，970hPa,"(27.429853, 120.602889)",27.429853,120.602889
402,218,黑格比,Hagupit,广东省阳江市江城区海陵镇,2002年9月12日,10级，25m/s，985hPa,10级，25m/s，985hPa,"(21.629912, 111.943369)",21.629912,111.943369
403,220,米克拉,Mekkhala,海南省三亚市崖城镇,2002年9月25日,9级，23m/s，992hPa,9级，23m/s，992hPa,"(18.405652, 109.179265)",18.405652,109.179265
404,220,米克拉,Mekkhala,广西省防城港市港口区企沙镇,2002年9月27日,9级，23m/s，992hPa,8级，18m/s，998hPa,"(21.575403, 108.479063)",21.575403,108.479063
405,220,米克拉,Mekkhala,广东省湛江市遂溪县界炮镇,2002年9月28日,9级，23m/s，992hPa,6级，12m/s，1002hPa,"(21.400836, 109.963577)",21.400836,109.963577
406,307,伊布都,Imbudo,广东省茂名市电白县博贺镇,2003年7月24日,15级，50m/s，945hPa,13级，45m/s，950hPa,"(21.487748, 111.232299)",21.487748,111.232299
407,308,天鹅,Goni,海南省万宁市北坡镇,2003年7月21日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(18.791436, 110.376159)",18.791436,110.376159
408,309,莫拉克,Morakot,台湾省台东县大武乡,2003年8月3日,10级，25m/s，988hPa,10级，25m/s，988hPa,"(22.4141954, 120.907304)",22.4141954,120.907304
409,309,莫拉克,Morakot,厦门市思明区滨海镇,2003年8月4日,10级，25m/s，988hPa,7级，15m/s，998hPa,"(24.427984, 118.123839)",24.427984,118.123839
410,311,环高,Vamco,浙江省温州市平阳县鳌江镇,2003年8月20日,9级，23m/s，990hPa,9级，23m/s，990hPa,"(27.593109, 120.55855)",27.593109,120.55855
411,312,科罗旺,Krovanh,海南省文昌市翁田镇,2003年8月25日,13级，40m/s，960hPa,12级，35m/s，965hPa,"(19.931473, 110.880179)",19.931473,110.880179
412,312,科罗旺,Krovanh,广东省湛江市徐闻县下洋镇,2003年8月25日,13级，40m/s，960hPa,12级，35m/s，965hPa,"(20.503019, 110.498015)",20.503019,110.498015
413,313,杜鹃,Dujuan,广东省惠州市惠东县港口镇,2003年9月2日,14级，45m/s，950hPa,12级，35m/s，965hPa,"(22.984975, 114.720079)",22.984975,114.720079
414,313,杜鹃,Dujuan,广东省深圳市龙岗区大鹏半岛,2003年9月2日,14级，45m/s，950hPa,12级，33m/s，970hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889
415,313,杜鹃,Dujuan,广东省中山市南朗镇旧五顷,2003年9月2日,14级，45m/s，950hPa,12级，33m/s，975hPa,"(22.498612, 113.530998)",22.498612,113.530998
416,320,尼伯特,Nepartak,海南省乐东黎族自治县莺歌海镇,2003年11月18日,12级，33m/s，975hPa,12级，33m/s，975hPa,"(18.510154, 108.697349)",18.510154,108.697349
417,407,蒲公英,Mindule,台湾省花莲县花莲市,2004年7月1日,14级，45m/s，950hPa,11级，30m/s，980hPa,"(23.977768, 121.607911)",23.977768,121.607911
418,407,蒲公英,Mindule,浙江省温州市乐清市黄华镇,2004年7月3日,14级，45m/s，950hPa,10级，25m/s，987hPa,"(27.990936, 120.929198)",27.990936,120.929198
419,409,圆规,Kompasu,香港特别行政区,2004年7月16日,9级，23m/s，990hPa,8级，20m/s，994hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
420,411,——,——,广东省揭阳市惠来县南海乡,2004年7月27日,9级，23m/s，990hPa,8级，18m/s，996hPa,"(22.945647, 116.17755)",22.945647,116.17755
421,414,云娜,Rananim,浙江省台州市温岭市石塘镇,2004年8月12日,14级，45m/s，950hPa,14级，45m/s，950hPa,"(28.278539, 121.606196)",28.278539,121.606196
422,418,艾利,Aere,福建省泉州市惠安县崇武镇,2004年8月25日,13级，40m/s，960hPa,12级，35m/s，970hPa,"(24.893163, 118.918008)",24.893163,118.918008
423,421,海马,Haima,台湾省高雄市左营区,2004年9月11日,8级，18m/s，996hPa,7级，15m/s，1000hPa,"(22.6877358, 120.2916524)",22.6877358,120.2916524
424,421,海马,Haima,浙江省温州市龙湾区永强镇,2004年9月13日,8级，18m/s，996hPa,8级，18m/s，998hPa,"(27.9110235, 120.8554106)",27.9110235,120.8554106
425,425,洛坦,Nock-ten,台湾省新北市贡寮区,2004年10月25日,14级，45m/s，950hPa,14级，42m/s，960hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786
426,428,南玛都,Nanmadol,台湾省屏东县枋寮乡,2004年12月4日,14级，45m/s，950hPa,10级，25m/s，990hPa,"(22.3960688, 120.5854674)",22.3960688,120.5854674
427,505,海棠,Haitang,台湾省宜兰县苏澳镇,2005年7月18日,17级，60m/s，920hPa,14级，45m/s，950hPa,"(24.594229, 121.8533264)",24.594229,121.8533264
428,508,天鹰,Washi,海南省琼海市博鳌镇,2005年7月30日,10级，25m/s，984hPa,10级，25m/s，984hPa,"(19.159714, 110.586606)",19.159714,110.586606
429,509,麦莎,Matsa,浙江省台州市玉环县干江镇,2005年8月6日,14级，45m/s，950hPa,14级，45m/s，950hPa,"(28.165293, 121.35142)",28.165293,121.35142
430,509,麦莎,Matsa,辽宁省大连市旅顺口区沿海地区,2005年8月9日,14级，45m/s，950hPa,7级，15m/s，998hPa,"(38.851705, 121.261953)",38.851705,121.261953
431,510,珊瑚,Sanvu,广东省汕头市潮阳区海门镇,2005年8月13日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(23.194689, 116.628391)",23.194689,116.628391
432,513,泰利,Talim,台湾省花莲县花莲市,2005年9月1日,16级，55m/s，935hPa,14级，45m/s，950hPa,"(23.977768, 121.607911)",23.977768,121.607911
433,513,泰利,Talim,福建省福州市福清市沙埔镇,2005年9月1日,16级，55m/s，935hPa,12级，35m/s，970hPa,"(25.430208, 119.529051)",25.430208,119.529051
434,515,卡努,Khanun,浙江省台州市路桥区金清镇,2005年9月11日,15级，50m/s，945hPa,15级，50m/s，945hPa,"(28.507667, 121.518354)",28.507667,121.518354
435,518,达维,Damrey,海南省万宁市山根镇,2005年9月26日,15级，50m/s，940hPa,15级，50m/s，940hPa,"(18.967334, 110.486591)",18.967334,110.486591
436,519,龙王,Longwang,台湾省花莲县丰滨乡,2005年10月2日,16级，55m/s，935hPa,15级，48m/s，945hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
437,519,龙王,Longwang,福建省泉州市南安市石井镇,2005年10月2日,16级，55m/s，935hPa,11级，30m/s，980hPa,"(24.62556, 118.431541)",24.62556,118.431541
438,602,杰拉华,Jelawat,广东省湛江市麻章区东简镇,2006年6月29日,8级，20m/s，995hPa,6级，12m/s，998hPa,"(21.014285, 110.497438)",21.014285,110.497438
439,604,碧利斯,Bilis,台湾省宜兰县头城镇,2006年7月13日,11级，30m/s，975hPa,11级，30m/s，975hPa,"(24.8576121, 121.8234687)",24.8576121,121.8234687
440,604,碧利斯,Bilis,福建省福州市连江县筱埕镇,2006年7月14日,11级，30m/s，975hPa,10级，25m/s，980hPa,"(26.291738, 119.794168)",26.291738,119.794168
441,605,格美,Kaemi,台湾省台东县成功镇,2006年7月24日,13级，40m/s，960hPa,12级，35m/s，970hPa,"(23.101273, 121.380072)",23.101273,121.380072
442,605,格美,Kaemi,福建省泉州市晋江市围头镇,2006年7月25日,13级，40m/s，960hPa,12级，33m/s，975hPa,"(24.527658, 118.582265)",24.527658,118.582265
443,606,派比安,Prapiroon,广东省茂名市电白县爵山镇,2006年8月3日,12级，33m/s，975hPa,12级，33m/s，975hPa,"(21.492331, 111.345187)",21.492331,111.345187
444,608,桑美,Saomai,浙江省温州市苍南县马站镇,2006年8月10日,17级，60m/s，915hPa,17级，60m/s，920hPa,"(27.264076, 120.463168)",27.264076,120.463168
445,609,宝霞,Bopha,台湾省台东县成功镇,2006年8月9日,10级，25m/s，990hPa,9级，23m/s，990hPa,"(23.101273, 121.380072)",23.101273,121.380072
446,703,桃芝,Toraji,海南省万宁市东澳镇,2007年7月4日,9级，23m/s，990hPa,7级，15m/s，998hPa,"(18.714928, 110.401814)",18.714928,110.401814
447,703,桃芝,Toraji,广西省防城港市东兴市江平镇,2007年7月5日,9级，23m/s，990hPa,8级，18m/s，994hPa,"(21.587075, 108.132878)",21.587075,108.132878
448,707,帕布,Pabuk,台湾省屏东县满洲乡,2007年8月7日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(22.04385, 120.8384093)",22.04385,120.8384093
449,707,帕布,Pabuk,香港特别行政区,2007年8月10日,11级，30m/s，980hPa,8级，20m/s，990hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
450,707,帕布,Pabuk,广东省珠海市香洲区唐家湾镇,2007年8月10日,11级，30m/s，980hPa,7级，15m/s，992hPa,"(22.380425, 113.540091)",22.380425,113.540091
451,708,蝴蝶,Wutip,台湾省台东县长滨乡,2007年8月9日,8级，20m/s，990hPa,8级，20m/s，990hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
452,709,圣帕,Sepat,台湾省台东县长滨乡,2007年8月18日,17+级，65m/s，910hPa,15级，48m/s，945hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
453,709,圣帕,Sepat,福建省泉州市惠安县崇武镇,2007年8月19日,17+级，65m/s，910hPa,12级，33m/s，975hPa,"(24.893163, 118.918008)",24.893163,118.918008
454,713,韦帕,Wipha,浙江省温州市苍南县霞关镇,2007年9月19日,16级，55m/s，935hPa,14级，45m/s，950hPa,"(27.170995, 120.470936)",27.170995,120.470936
455,714,范斯高,Francisco,海南省文昌市昌洒镇,2007年9月24日,8级，20m/s，992hPa,8级，20m/s，992hPa,"(19.76179, 110.900498)",19.76179,110.900498
456,716,罗莎,Krosa,台湾省宜兰县头城镇,2007年10月6日,16级，55m/s，935hPa,15级，50m/s，940hPa,"(24.8576121, 121.8234687)",24.8576121,121.8234687
457,716,罗莎,Krosa,台湾省宜兰县苏澳镇,2007年10月6日,16级，55m/s，935hPa,14级，45m/s，950hPa,"(24.594229, 121.8533264)",24.594229,121.8533264
458,716,罗莎,Krosa,浙江温州苍南—福建宁德福鼎,2007年10月7日,16级，55m/s，935hPa,12级，33m/s，975hPa,"(27.4973522, 120.3843026)",27.4973522,120.3843026
459,801,浣熊,Neoguri,海南省文昌市龙楼镇,2008年4月18日,13级，40m/s，960hPa,11级，30m/s，980hPa,"(19.653286, 110.968604)",19.653286,110.968604
460,801,浣熊,Neoguri,广东省阳江市阳东县大沟镇,2008年4月19日,13级，40m/s，960hPa,7级，15m/s，998hPa,"(21.83308, 112.15629)",21.83308,112.15629
461,806,风神,Fengshen,广东省深圳市龙岗区葵涌镇,2008年6月25日,14级，45m/s，950hPa,9级，23m/s，990hPa,"(22.630836, 114.419398)",22.630836,114.419398
462,807,海鸥,Kalmaegi,台湾省宜兰县南澳乡,2008年7月17日,12级，33m/s，975hPa,12级，33m/s，975hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
463,807,海鸥,Kalmaegi,福建省宁德市霞浦县下浒镇,2008年7月18日,12级，33m/s，975hPa,10级，25m/s，985hPa,"(26.611258, 119.95511)",26.611258,119.95511
464,808,凤凰,Fung-wong,台湾省台东县长滨乡,2008年7月28日,14级，45m/s，955hPa,14级，45m/s，955hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
465,808,凤凰,Fung-wong,福建省福州市福清市东瀚镇,2008年7月28日,14级，45m/s，955hPa,12级，33m/s，975hPa,"(25.43389, 119.607001)",25.43389,119.607001
466,809,北冕,Kammuri,广东省阳江市阳西县溪头镇,2008年8月6日,10级，25m/s，980hPa,9级，23m/s，985hPa,"(21.653075, 111.757796)",21.653075,111.757796
467,809,北冕,Kammuri,广西省防城港市东兴市江平镇,2008年8月7日,10级，25m/s，980hPa,8级，18m/s，990hPa,"(21.587075, 108.132878)",21.587075,108.132878
468,812,鹦鹉,Nuri,香港特别行政区,2008年8月22日,13级，40m/s，960hPa,10级，28m/s，980hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324
469,812,鹦鹉,Nuri,广东省广州市南沙区新垦镇,2008年8月22日,13级，40m/s，960hPa,10级，25m/s，985hPa,"(22.640628, 113.611205)",22.640628,113.611205
470,813,森拉克,Sinlaku,台湾省宜兰县五结乡,2008年9月14日,16级，55m/s，935hPa,14级，45m/s，950hPa,"(24.6887633, 121.8050125)",24.6887633,121.8050125
471,814,黑格比,Hagupit,广东省茂名市电白县陈村镇,2008年9月24日,15级，50m/s，940hPa,14级，45m/s，950hPa,"(21.527578, 111.061066)",21.527578,111.061066
472,815,蔷薇,Jangmi,台湾省宜兰县南澳乡,2008年9月28日,17+级，65m/s，910hPa,16级，52m/s，940hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
473,817,海高斯,Higos,海南省文昌市龙楼镇,2008年10月3日,8级，18m/s，998hPa,8级，18m/s，998hPa,"(19.653286, 110.968604)",19.653286,110.968604
474,817,海高斯,Higos,广东省湛江市吴川市大山江镇,2008年10月4日,8级，18m/s，998hPa,6级，12m/s，1002hPa,"(21.426139, 110.797865)",21.426139,110.797865
475,903,莲花,Linfa,福建省泉州市晋江市金井镇,2009年6月21日,11级，30m/s，980hPa,10级，28m/s，980hPa,"(24.567958, 118.595804)",24.567958,118.595804
476,904,浪卡,Nangka,广东省惠州市惠阳区霞涌镇,2009年6月27日,9级，23m/s，988hPa,8级，18m/s，994hPa,"(22.770097, 114.659239)",22.770097,114.659239
477,905,苏迪罗,Soudelor,海南省文昌市翁田镇,2009年7月12日,8级，18m/s，994hPa,8级，18m/s，994hPa,"(19.931473, 110.880179)",19.931473,110.880179
478,905,苏迪罗,Soudelor,广东省湛江市徐闻县龙塘镇,2009年7月12日,8级，18m/s，994hPa,8级，18m/s，994hPa,"(20.315512, 110.325581)",20.315512,110.325581
479,906,莫拉菲,Molave,广东省深圳市龙岗区大鹏半岛,2009年7月19日,13级，38m/s，965hPa,12级，35m/s，970hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889
480,907,天鹅,Goni,广东省江门市台山市川岛镇,2009年8月5日,10级，28m/s，972hPa,10级，25m/s，980hPa,"(21.848204, 112.692376)",21.848204,112.692376
481,908,莫拉克,Morakot,台湾省花莲县花莲市,2009年8月7日,13级，40m/s，950hPa,13级，40m/s，950hPa,"(23.977768, 121.607911)",23.977768,121.607911
